index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,result,match_cnt,fold
9181,"흔들리고 아름다웠던 날들, 시집 <한 모금 젊음과 복숭아>",출판,1130000,188,6010,51,1,1,2
9182,멍하니 : 여행에서 만난 식물 <엽서북>,예술,941500,188,5007,37,1,0,4
9183,30일간 매일 글쓰기! <작심삼십일-커리어편>,출판,5648500,188,3000000,269,1,0,4
9184,미리 준비하는 어버이날 선물 : 카드지갑,잡화,2824111,188,1500000,279,1,0,4
9185,"레오,크리미,베리베리,엔나,바나의 재미있는 신발이야기",잡화,1506000,188,800000,22,1,4,4
9186,"조선의 도검&이상한 공장의 앨리스 [엽서,일러스트북]",예술,16938845,188,90100,465,1,1,3
9187,"가방 정리를 도와주는 베이직무드, 가죽 플랩파우치",잡화,188200,188,1001,13,1,1,4
9188,우리의 한글을 지켜주세요 - '아름다운 한글',캐릭터 · 굿즈,941000,188,500000,74,1,0,1
9189,한글 타이포그래피 전문지 2350 ISSUE #1,출판,2070000,188,11010,183,1,0,1
9190,wonder : 안면기형이 있는 분들을 응원해주세요,캐릭터 · 굿즈,2258000,188,12010,187,1,0,5
9191,'시대가 험할진대 나 홀로 걸을쏘냐'- 유관순 열사 피규어,예술,4704000,188,25021,31,1,0,1
9192,"대학 밖 청년 잡지, <프로젝트 등> 창간호",출판,1881000,188,10005,77,1,1,2
9193,"2020년 에코달력, 착한 지구인의 한해살이 가이드!",디자인 문구,1881000,188,10005,55,1,1,5
9194,뱁새 한 젓가락 뱃지,캐릭터 · 굿즈,940500,188,5002,94,1,0,2
9195,Today-s Paper cup by Snowcat,예술,15047000,188,8000000,275,1,0,4
9196,인디 작가의 프랑스 출간 프로젝트 <미노의 집>,출판,2821000,188,15005,83,1,0,4
9197,"특별한 날은 내가 만든다, 2017 달력 <다양력>",디자인 문구,5641660,188,3000000,209,1,1,3
9198,"장편 다큐멘터리 영화 ""RESET""",영화 · 비디오,3760991,188,2000000,29,1,0,5
9199,매일 들 수 있는 실용성을 갖춘 3way 예쁜 가방,잡화,940100,188,5000,20,1,0,5
9200,"잠을 담은 향, 향으로 쓴 밤 편지 : 굿나잇 카드 디퓨저",홈 · 리빙,376000,188,2000,12,1,1,3
9201,"신비로운 색감, 은은한 분위기의 담수진주 귀걸이.",주얼리,940000,188,500000,43,1,1,3
9202,레디메이드 인생이 비로소 겨우 임자를 만나 팔리었구나.,공연,940000,188,500000,26,1,0,5
9203,은하!-151화,웹툰 · 만화,94000,188,50000,12,1,0,2
9204,"기타리스트 박창곤 새앨범 ""ESCALADE""",음악,10151000,187,5400000,193,1,0,5
9205,컴피랩팬츠 (Comfy Wrap Pants),의류,11840000,187,63315,209,1,0,5
9206,깨어난 장미 인형들,출판,2819000,187,1500000,93,1,0,5
9207,오일 디퓨저는 처음이지? 네 곁에 작은 폭포를 가져왔어.,홈 · 리빙,939500,187,5024,26,1,0,4
9208,"나를 찾는 방법, 결혼하기 전에 한번은 혼자 살아보고 싶어",출판,2817630,187,15067,175,1,1,4
9209,가챠 캔디 머신 금속 뱃지 +◆˙,캐릭터 · 굿즈,939000,187,5021,91,1,0,3
9210,지식 구독 서비스 날로 먹는 <날리지>,출판,3756000,187,2000000,159,1,0,2
9211,"나만의 방을 꿈꾸는 이를 위한 그림책, <노란 의자>",출판,939000,187,500000,34,1,1,3
9212,차꽃에 취하는 겨울날 - 녹차꽃차와 유자차꽃주 키트,푸드,1878000,187,10042,33,1,0,2
9213,"바다 건너 함께 부르는 노래, 섬 아리랑",공연,9390000,187,5000000,85,1,1,4
9214,"오늘같은 날, 미술관 어때요?",출판,1878000,187,10042,126,1,1,3
9215,음악으로 온기를 나누는 고슴도치 이야기,음악,938777,187,5020,41,1,0,4
9216,"pixelive vol.1 BUSAN ""픽셀라이브 부산""",음악,3755000,187,2000000,105,1,0,4
9217,"20대 프리랜서, ""첫 직업부터 프리랜서입니다""",출판,2815850,187,15058,120,1,1,3
9218,고등학생 단편영화 '종이학',영화 · 비디오,657000,187,3513,40,1,0,3
9219,데이트폭력이 아닌 사랑을 원해요 - WannaLuv,캐릭터 · 굿즈,938500,187,500000,123,1,0,5
9220,어떤 룩에도 찰떡! 아이폰보다 가벼운 비건레더 무오백,잡화,8895000,187,4740000,107,1,0,4
9221,쌀귀리와 연근의 건강한 콜라보! 구수한 풍미의 블랜딩차,푸드,1875800,187,10031,45,1,0,1
9222,업사이클 케틀벨 키링으로 지구가 건강해지는 환경운동 하자!,잡화,1500500,187,8024,88,1,0,4
9223,메세지와 따뜻함을 전하는 AA만의 <도자기 브로치 엽서>,홈 · 리빙,375000,187,2005,19,1,0,4
9224,화이트데이 실패없는 여심저격 사랑봉봉 로쉐초콜릿!,푸드,375000,187,200000,10,1,0,2
9225,그녀에게 : 다가올 봄에 만나는 일곱 명의 철학자,디자인 문구,3033199,187,1618000,79,1,0,3
9226,동물을 위한 '마음': 한예종 길고양이를 위한 귀여운 굿즈,캐릭터 · 굿즈,2811600,187,1500000,123,1,0,3
9227,"시각장애인을 위한 점자스티커 캠페인, '팀 혜안 티셔츠'",의류,1874000,187,10021,64,1,1,3
9228,"아이들의 장애가 아닌, 아이들의 능력을 봐주세요",잡화,937000,187,5010,54,1,1,5
9229,"Votes For Women, Again!",홈 · 리빙,4683000,187,25042,158,1,1,5
9230,<나태주 시인의 풀꽃 굿즈 스토리>,캐릭터 · 굿즈,1872600,187,1000000,33,1,0,2
9231,"국내 유일 아동 재활 병원, 푸르메어린이재활병원",캐릭터 · 굿즈,749000,187,400000,55,1,1,3
9232,"추동엽 창작음악회 _ ""내 인생의 OST""",음악,4681000,187,2500000,65,1,0,4
9233,잇선 - 모지리 묶음2 만화책 제작,웹툰 · 만화,18721945,187,10000000,1054,1,0,1
9234,다 빼고 만들었다 2탄! 비건 글루텐 프리 대왕쿠키5종!,푸드,935800,187,500000,27,1,0,2
9235,"자연과 공상이 어우러진 2019 캘린더, ririrhim",디자인 문구,1310000,187,7005,54,1,1,2
9236,웹툰 스케치업 - 05 하이힐과 백 -,웹툰 리소스,1870500,187,10002,83,1,0,5
9237,2019년 여성독립운동가 달력,디자인 문구,3741000,187,2000000,184,1,0,3
9238,"두려울 때면 걷자, '용기의 숲'",출판,2244321,187,1200000,63,1,1,2
9239,완벽한 편안함! 향기 유목민을 위한 종결템 향수-가이아로즈,향수 · 뷰티,4675300,187,25001,81,1,0,2
9240,일상의 책갈피가 될 사진문장집 『간지럽게 물드는 계절』,출판,3740000,187,20000,62,1,0,1
9241,테헤란로 기분전환 콘서트,음악,1870000,187,10000,9,1,0,2
9242,"모바일 게임 '프로젝트 섬', 어드벤처의 부활을 꿈꾸다",디지털 게임,6170999,186,3300000,302,1,1,5
9243,제로웨이스트가 궁금한 복합장르물 <쏘행성에는 수달이 산다>,출판,1308600,186,7035,68,1,0,1
9244,<무료 글꼴 디자인 노트> 세 번째 에디션,출판,7476000,186,40193,154,1,0,5
9245,Fairy tales Badges,캐릭터 · 굿즈,1869000,186,1000000,50,1,0,3
9246,"수박의 달콤함 그대로, 과즙 수박향수",향수 · 뷰티,1868900,186,10047,79,1,1,3
9247,"지구의 내일과 오늘의 나를 위한 특별한 선택,BANNERS",잡화,1868500,186,10045,40,1,1,5
9248,[공식] 더 작은 돌의 정령이 나타났담!,디자인 문구,11771037,186,6300000,471,1,0,1
9249,"별처럼 찬란히 빛나는 당신에게, 어린 왕자가 건네는 말",출판,3736000,186,20086,130,1,1,5
9250,"어느손가락에 착용할까? ""Message Ring""",주얼리,1868000,186,10043,43,1,0,5
9251,"반려견, 반려묘 수제간식 : 네모네모 큐브",반려동물,934000,186,500000,35,1,1,4
9252,무궁화의 2018 소소한 행복 달력,디자인 문구,5603000,186,30123,266,1,0,5
9253,"동네를 경험하는 새로운 기준, 매거진<아는동네 아는을지로>",출판,2801000,186,1500000,101,1,1,4
9254,"[뱃지] 당신의 하늘에 선물할게요, ' 플라잉 웨일 '",잡화,2800000,186,1500000,180,1,1,3
9255,내가 네편이 되어줄게! 감성 메세지 팔찌 목걸이,주얼리,560000,186,300000,19,1,0,1
9256,째폴보&프렌즈 고양이 버찌 엽서책 (겨울/봄) & 에코백,사진,9332000,186,50172,333,1,0,2
9257,"꽃길을 선물하세요, <천마 드림캐쳐&키링&뱃지>",홈 · 리빙,5599000,186,30102,204,1,1,5
9258,MELTPRESSO_멜트프레소,홈 · 리빙,9330000,186,5000000,73,1,0,2
9259,고양이가 머무는 책방 '묘한 서점'으로 당신을 초대합니다,출판,1866000,186,10032,75,1,0,2
9260,부부개발자의 도전작! <용사학교>,디지털 게임,18650111,186,10000000,284,1,0,4
9261,[고퀄리티 2D배경 No.3] 시대별 건물(이미지+브러쉬),웹툰 리소스,1865000,186,10026,25,1,0,4
9262,The Lord (더로드),디지털 게임,1865000,186,10026,53,1,0,3
9263,"작은 행복을 전하는 일러스트 북 - 그래,그런거야",출판,373000,186,2005,14,1,1,2
9264,"사랑스러운 내 뱃지들을 위한 보금자리, <뱃지홈>",캐릭터 · 굿즈,2797233,186,1500000,164,1,1,1
9265,"PPT 디자이너의 실무 노하우를 담은, <파파타 템플릿>",디자인,1864500,186,10024,81,1,1,3
9266,그림책 [ 우미 이야기 ] - 듣는 존재에 대하여.,출판,4661000,186,2500000,198,1,0,4
9267,"달빛이 굳은 천연석 문스톤, 유니콘 목걸이",주얼리,932100,186,500000,30,1,1,5
9268,가랑비 장면집 <언젠가 머물렀고 어느 틈에 놓쳐버린>,출판,3355559,186,1800000,95,1,0,5
9269,전시 <비명횡사 : 사라지는 것들> 의 기념초와 도록 제작,예술,1864000,186,1000000,44,1,0,2
9270,"자연이 주는 작은 위로, 컬러테라피 하바리움 조명",홈 · 리빙,932000,186,5010,27,1,1,5
9271,브레이크매거진 24호 <BREAK>,출판,932000,186,5010,73,1,0,5
9272,캘리그라피 시집 <어련히 어른이 되는건 아니더라>,출판,932000,186,5010,44,1,0,1
9273,클립형 실리콘 담수진주 귀걸이,주얼리,932000,186,5010,55,1,0,4
9274,ARCHI 1호,출판,1864000,186,10021,82,1,0,2
9275,작은 상자 속의 큰 연대; 정혈대 공유함 <정혀리의 모험>,디자인 문구,2422969,186,1300000,143,1,0,4
9276,"바람을 위한 바람, 아이들의 문화생활을 지원해주세요.",잡화,1118000,186,600000,67,1,1,4
9277,베이직 레이어드 팔찌 BL Basic Bracelet,잡화,559000,186,300000,26,1,0,2
9278,제주 귀덕리 문화발전소 <민수민수>,예술,1863333,186,1000000,8,1,0,1
9279,한번사면 평생쓰는 스마트폰/태블릿거치대,홈 · 리빙,931600,186,5008,29,1,0,5
9280,"나의 밥상을 사랑할 용기 "" 食食한 밥상""",디자인 문구,1024700,186,5509,49,1,0,3
9281,"달, 그리고 고래",캐릭터 · 굿즈,2049000,186,11016,190,1,1,4
9282,단편영화 <Sally>,영화 · 비디오,1396777,186,750000,26,1,0,2
9283,플라스틱 한 팩으로 담아낸 잡지 한 권,출판,1862222,186,10011,95,1,0,2
9284,산뜻한 도예 디자인을 일상으로 : 도자백과 다용도 손수건,잡화,1862200,186,1000000,21,1,0,1
9285,"[태국]아이들의 미래를 품는, 학교물품지원캠페인",캐릭터 · 굿즈,1862000,186,1000000,72,1,1,1
9286,크래커에 끼인 냥이 <치즈 & 초코 뱃지>,잡화,2793000,186,15016,172,1,0,4
9287,2021 드로잉데이 '산책달력',디자인 문구,2420500,186,13013,94,1,0,3
9288,"창작집단 항해의 첫 출항, 연극 <옛날 요즘 적에>",공연,1861777,186,10009,53,1,1,2
9289,"너에게 들려줄, <사랑보다 좋은 말 - 아미 인터뷰집>",출판,3723000,186,20016,169,1,1,1
9290,"열등감을 가진 모두의 이야기, 단편X여성 영화 <오디션>",영화 · 비디오,1396001,186,7505,48,1,1,2
9291,"Boundary Talk: 정현태 개인전, 굿즈로 감상하기",예술,1861200,186,10006,37,1,1,3
9292,[아티&치치] 나쁜 바이러스로부터 우리가 지켜줄게!,디자인 문구,1861200,186,1000000,43,1,0,2
9293,"한국 자수의 멋을 입힌 '난새'만의 이야기, 난새 후드티",의류,1861000,186,10005,26,1,1,4
9294,비거니즘 잡지 <물결> 창간호,출판,13026000,186,70032,476,1,0,1
9295,"눈을 되찾기 위한 모험, <장막소녀>",디지털 게임,1395300,186,750000,83,1,1,2
9296,"1cm 캔버스, 네일잼과 함께 발랄한 셀프 네일의 세계로!",향수 · 뷰티,5580400,186,30002,112,1,1,1
9297,프로 뒹굴러도 쉽게 쓸 수 있는 일기장 <핸드 로그>,디자인 문구,9300000,186,5000000,256,1,0,4
9298,일상에 향기로운 환타지를.. [향기를 품은 펜던트],주얼리,930000,186,5000,22,1,0,1
9299,삶과 죽음에 관한 이야기 <하루밖에 남지 않은 나라>,웹툰 · 만화,3720000,186,20000,111,1,0,1
9300,"언제, 어디서나 들고 다니는 종이",홈 · 리빙,372000,186,2000,21,1,1,1
9301,"웹툰 스케치업 악기(동양,서양)",웹툰 리소스,930000,186,5000,38,1,1,2
9302,세계 곳곳 찰나의 순간들,사진,558000,186,3000,34,1,0,5
9303,"라비디저트샵 첫번째 인형, 츤데레식빵고양이 <빵냥>",캐릭터 · 굿즈,2232000,186,12000,77,1,1,1
9304,성냥팔이 소녀가 파티시에가 되어 아이들을 돕고 있어요,푸드,1860000,186,1000000,77,1,0,5
9305,아직도 갈피를 잡지 못한 너에게 '책갈피'를 선물할게,잡화,930000,186,5000,15,1,0,3
9306,더 나은 회사 생활을 희망하는 <OUT OF OFFICE>,캐릭터 · 굿즈,465000,186,2500,58,1,0,2
9307,오로라스팅 정규1집 앨범제작! [오로라카바레]함께해주세요!,음악,2790000,186,1500000,53,1,0,2
9308,바이러스 하우스 2화,웹툰 · 만화,186000,186,100000,17,1,0,3
9309,우리 동네 맥주축제 '운니비어페스티벌',푸드,1860000,186,10000,50,1,0,1
9310,5월 카네이션 디퓨져 & 카네이션 컵케익 비누,향수 · 뷰티,558000,186,3000,16,1,0,5
9311,"대보름, 특별한 인간에게만 보이는 신화주식회사로 초대합니다",출판,929600,185,5024,50,1,1,5
9312,제주 토종 푸른콩으로 만든 건강 간식 <프로틴 넛츠앤칩>,푸드,1859100,185,10049,40,1,0,2
9313,고양이와 함께하는 열두 달,디자인 문구,1859100,185,1000000,84,1,0,1
9314,'가면을 쓰고 살아가는 사람들' <짐승>,영화 · 비디오,1859100,185,1000000,61,1,0,5
9315,제2회 서울여성독립영화제,영화 · 비디오,14872000,185,80389,542,1,0,2
9316,<같이 살래?> 4컷으로 보는 리얼 동거툰!,웹툰 · 만화,1580000,185,850000,78,1,0,2
9317,"아트봉투, 작은 그림이 고급 봉투안에-설날 용돈 봉투 선물",예술,557600,185,3014,17,1,1,2
9318,옥상마켓,디자인,650321,185,350000,37,1,0,4
9319,"서른 살 여자 22명이 직조한 현실, <계란 깨는 여자들>",출판,3716000,185,2000000,157,1,1,5
9320,"포토북 콜렉션 시리즈 1, '5인의 사진작가'를 만나다.",사진,3716000,185,20086,58,1,1,3
9321,<아무것도 할 수 있는> 4쇄 발간,출판,4644000,185,25102,233,1,0,1
9322,이제 팔찌 채워달라고 부탁하지 마세요!,잡화,743000,185,4016,26,1,0,4
9323,"사계절 내내 예술과 함께, <명화 큐레이션 북>",출판,5572000,185,30118,102,1,1,5
9324,여성퀴어 일러스트 에세이「나도 결혼하고 싶어」,출판,2043000,185,11043,108,1,0,2
9325,"시원한 여름의 시작, 린넨 생활한복 3종 SET",의류,1300000,185,7027,37,1,1,2
9326,“나의 정체성은 누구의 것인가.” 단편영화 <육식 토끼>,영화 · 비디오,1300000,185,7027,55,1,0,2
9327,이번 생이 망했다고 생각하는 당신을 위한 불교 에세이,출판,928500,185,5018,52,1,0,2
9328,소셜 미디어 속의 익명들 '언네이머스',디지털 게임,9000000,180,50000,277,1,0,1
9329,"자연을 담은, 패브릭포스터 <Mongolian Road>",사진,1800000,180,1000000,39,1,1,3
9330,Save The Ocean <바다거북을 구해주세요!>,디자인,720000,180,4000,65,1,0,2
9331,내 맘 알아주는 속담 책 x 속담 다이어리 꾸미기 세트!,출판,540000,180,3000,17,1,0,4
9332,모두의 건축,홈 · 리빙,4500000,180,2500000,104,1,0,5
9333,마비노기 테마 액세서리 네코제 with.Lovely Mix,캐릭터 · 굿즈,360000,180,2000,10,1,0,3
9334,F1레이싱카툰-일요과속극장-39화,웹툰 · 만화,270000,180,1500,28,1,0,5
9335,나만 없어 사랑하는 개: 박솔뫼의 소설 + 커피 + 산책,출판,5399027,179,3000000,171,1,0,4
9336,완벽한 봄나들이를 위한 TMI 질문 카드 게임,보드게임 · TRPG,1799000,179,10050,70,1,0,5
9337,"인구소멸지역의 잊혀져 가는 문화재, 마을유산찾기",디자인 문구,1079000,179,6027,34,1,1,4
9338,우리 아이의 이야기를 세상에 하나뿐인 동화책으로,출판,1079000,179,600000,37,1,0,5
9339,"세상을 꼬집는 창작뮤지컬, 파란:우리를 위한 학교",공연,809000,179,4519,38,1,1,4
9340,볼빵빵 깜찍감성 뚱냥이 <냐냐>의 모든것,예술,719000,179,4016,17,1,0,1
9341,비오는날이 기다려지는 <WHOIN umbrella>,잡화,2696000,179,1500000,52,1,0,1
9342,연남동 덤앤더머 데뷰 앨범,음악,3594000,179,2000000,50,1,0,5
9343,"<부산대 극회 정기공연> 대학생 연극, '빵'",공연,1796832,179,10038,79,1,1,2
9344,"추운 겨울 집에서 즐기는 진저라떼, '진저시럽'",푸드,1796800,179,1000000,42,1,1,4
9345,꿈속 이야기 ' 드림로즈 ',디지털 게임,538800,179,3010,28,1,0,1
9346,포장소재와 폐타이어 신발로 만든 스타일리시 멀티백.,잡화,1795000,179,10027,19,1,0,2
9347,웹툰 <1598> 시즌1,웹툰 · 만화,5385000,179,3000000,39,1,0,2
9348,이화 총연 가을공연 연극 <장미의 성>에 어서 오세요,공연,1077000,179,600000,58,1,0,5
9349,"두번째 이야기로 돌아온, 가담항설 웹툰 오디오드라마 시즌2",웹툰 · 만화,224297000,179,125000000,1967,1,1,5
9350,"Google비서 따라 만들기, 코딩 몰라도 시작.!!",출판,1256000,179,700000,39,1,1,1
9351,"뛰다 아카이빙 주간 ""뛰다, 멈추다, 묻다""",공연,5382000,179,30067,52,1,2,1
9352,대화로 풀어나가는 45가지 상황의 딜레마 < 이프 >,보드게임 · TRPG,1794000,179,10022,76,1,0,2
9353,2020년 좋은 일들이 생기는 '끌어당김달력'-소사장소피아,디자인 문구,1794000,179,10022,63,1,0,4
9354,학교에 가지 못하는 여자 아이들,예술,1794000,179,1000000,80,1,0,4
9355,한 사진을 열두 명의 시로 읽기 <시차: 사진과 시>,출판,1435000,179,8016,114,1,0,5
9356,"환경을 위한 첫 걸음, 생분해 폰케이스 <Mariposa>",잡화,896700,179,5009,54,1,1,2
9357,"더욱 나은 세상을 위한 첫걸음, '하얀리본 캠페인'",캐릭터 · 굿즈,1076000,179,600000,73,1,1,4
9358,"피부가 만든 혁신적인 마스크, '세컨드 스킨'",잡화,6276400,179,3500000,109,1,1,1
9359,안녕 난 호랑! '호랑'이와 함께하는 귀여운 2022 일상,캐릭터 · 굿즈,896550,179,500000,47,1,0,5
9360,남성/여성 천연청결제 선택이 아닌 필수입니다.,향수 · 뷰티,896500,179,5008,14,1,0,3
9361,"이너걱정, 반팔걱정 끝! ‘면100% 무지티’",의류,896000,179,5005,39,1,1,4
9362,한번은 나올만한 원샷 웹툰배경,웹툰 리소스,1792000,179,10011,55,1,0,2
9363,"크리틱스 레코드, 음악 비평가를 기록하다",출판,3583609,179,2000000,115,1,1,4
9364,"도움이 필요한 유기동물 보호소를 위한 ""꽃길프로젝트""",캐릭터 · 굿즈,2150000,179,12011,132,1,0,5
9365,2030년 우리아이에게 필요한 필수교양 팟캐스트<필스교양>,영화 · 비디오,5374000,179,30022,92,1,0,1
9366,"돕는 기쁨, 만드는 재미, 실생활 활용까지- 스트링아트시계",잡화,1343000,179,7502,8,1,2,1
9367,원단부터 내 [취:향]대로! 나만의 노트북 하우스.zip,잡화,1790600,179,10003,37,1,0,2
9368,반짝이는 소망을 담는 새로운 '달수정 보물상자 보석함',홈 · 리빙,1253000,179,7000,32,1,0,3
9369,직장인 2주만에 시작하는 Airbnb “월급노예 탈출하기”,출판,895000,179,5000,39,1,0,5
9370,팔랑 팔랑 팔랑귀~~ [우쭈쭈마이펫_쿵 봉제인형],캐릭터 · 굿즈,1790000,179,10000,47,1,0,2
9371,"감성 홈카페를 담은 도자기, Rim studio",홈 · 리빙,1790000,179,1000000,33,1,1,5
9372,"가볍고 싹싹 꺼내기 쉬운, 포슈백",잡화,895000,179,5000,15,1,1,4
9373,멜트프레소 MINI 캔들워머,홈 · 리빙,3580000,179,20000,55,1,0,1
9374,"작가의 그림을 내 방으로, 일상그림x황로우",예술,984400,178,550000,28,1,1,1
9375,"박력 넘치는 네팔 프로젝트 이야기,골디 물 한잔 마시고 가",출판,6801000,178,3800000,197,1,1,5
9376,알바생 권익 신장 기능성 게임 '알바생 시뮬레이터!',디지털 게임,3326810,178,18689,116,1,0,1
9377,<일본 복식 문화사> 기모노의 모든 것,출판,8051000,178,45230,314,1,0,4
9378,WE CAN SAVE : POLAR BEAR,캐릭터 · 굿즈,3577518,178,20098,227,1,0,5
9379,꿈을 찾아가는 창작 뮤지컬 ‘BAR PIPUL’,공연,1252044,178,700000,50,1,0,4
9380,유기견의 꽃길 걷기를 돕는 <꽃개 프로젝트>,캐릭터 · 굿즈,3577215,178,20096,209,1,0,2
9381,어쨌든 일어나는 <월요일 아침 일곱시>,출판,5364333,178,30136,209,1,0,4
9382,우리 아이들을 위한 특별한 제안 : 키즈모리 페이퍼토이!,홈 · 리빙,894000,178,5022,11,1,0,5
9383,"한글을 이용한 우리말 달력, '한글月력'.",디자인 문구,894000,178,500000,22,1,1,1
9384,하야하라! 티셔츠로 나눔을 실천하세요!,의류,1788000,178,1000000,36,1,0,5
9385,간절함이 보낸 신호 시그널. 이번에는 당신이 응답해주세요,디자인,3575881,178,20089,120,1,0,3
9386,파일드-타임라인 어드벤처,출판,7508000,178,4200000,289,1,0,3
9387,"""달달한게 최고야"" 0kcal 집콕 테라피 <스윗박스>",출판,893700,178,500000,12,1,0,2
9388,일상 속 작은 즐거움을 차곡차곡 <아카이브 에브리띵 키트>,디자인 문구,5361900,178,30123,138,1,0,4
9389,힘내세요 이국종 - d by d 커피드립백,푸드,5361500,178,3000000,170,1,0,2
9390,"봄부터 가을까지 얼굴 빛을 밝혀 줄, 100% 실크 스카프",잡화,1787000,178,10039,51,1,1,3
9391,"2020 달력, 손으로 필요한 만큼 찍어요 /잔잔 달력",디자인 문구,982500,178,5519,32,1,1,1
9392,우아하고 관능적인 향기의 왕 ’자스민(JASMINE)’,향수 · 뷰티,1786300,178,10035,41,1,0,5
9393,지속가능한 식문화 매거진 <SUSTAIN-EATS> 2호,출판,2143000,178,12039,93,1,0,2
9394,상처 입은 마음을 보듬어 줄 <트립풀 방콕> + 사진집,출판,1785400,178,10030,57,1,0,3
9395,쌍둥이 자매 모무와 모다 이야기 <MOMO TWINS>,웹툰 · 만화,2678000,178,15044,115,1,0,4
9396,내 체질에 맞게 만들어 마시는 <DIY TEA키트>,푸드,3253000,176,18482,76,1,0,4
9397,"2021 자작나무 거치대 사진달력 <그날, 그 달月>",디자인 문구,3463000,178,1940000,91,1,1,5
9398,서울 감성의 친환경 신소재 '한글안경',잡화,1785000,178,1000000,12,1,0,2
9399,IDIA(이디아),웹툰 · 만화,2142000,178,12033,65,1,0,4
9400,여성 퀴어 단편영화 <수이>,영화 · 비디오,3570000,178,20056,56,1,0,2
9401,한쪽짜리 만화를 읽어요,웹툰 · 만화,3570000,178,2000000,107,1,0,4
9402,'멸종위기 야생생물'을 담은 2021년 캘린더,디자인 문구,892000,178,500000,33,1,0,4
9403,"한 번 클릭으로 이미지를 저장하다, 'HoldFold'",테크 · 가전,892000,178,500000,71,1,1,3
9404,백지 X 비옥 희망찬 2020년을 위한 섬유향수!,향수 · 뷰티,1784000,178,1000000,61,1,0,1
9405,'복숭아계절' 유리병에 담은 기분좋은 달달함 복숭아 잼&청,푸드,892000,178,5011,32,1,0,1
9406,길냥이에게 행복한 봄을 <벚꽃냥이 패키지>,홈 · 리빙,2140500,178,1200000,92,1,0,2
9407,[꿈사냥을 떠나자] 1남3녀헌팅패밀리의 미국유럽횡단기,출판,5351000,178,3000000,73,1,0,1
9408,태공오 일러스트 2021 탁상용 캘린더 & 엽서,디자인 문구,891700,178,5009,30,1,0,5
9409,인천 로컬 매거진 <spectacle> 창간호,출판,5349600,178,30053,202,1,0,3
9410,제13회 여성인권영화제 <이제 멈출 수는 없어> 굿즈,영화 · 비디오,5349000,178,30050,181,1,0,5
9411,[스케치업 웹툰배경] 피트니스·헬스머신 소품 시리즈 30종,웹툰 리소스,891500,178,500000,50,1,0,5
9412,"천연 가죽으로 만들어진, 시간을 담는 2020 달력",디자인 문구,623900,178,3505,24,1,1,3
9413,[스케치업] 상반신 자세 2000개,웹툰 리소스,2852000,178,16022,31,1,0,5
9414,"게임을 동화로 만나다, 아빠와 딸의 이야기",출판,2672000,178,1500000,146,1,1,3
9415,당신의 이야기도 담고 싶습니다! <좋은 일 하시네요>,출판,3562500,178,20014,155,1,0,3
9416,아라타,보드게임 · TRPG,16031000,178,90061,380,1,0,1
9417,단편영화 [이 자리에 봄바람이 불어오면],영화 · 비디오,5877777,178,33021,43,1,0,4
9418,여행을 추억하고 기대하는 마음으로 < 치앙마이 드로잉북 >,출판,1175000,178,6601,42,1,0,2
9419,"빈곤 결식아동을 돕는 착한팔찌, 실버 플라워 팔찌",캐릭터 · 굿즈,1246200,178,7001,53,1,1,5
9420,깊은 밤 그리고 '행성 책갈피',잡화,356000,178,2000,12,1,0,1
9421,내리쬐는 태양 아래 꿈의 퍼즐을 맞추는 두 사람 <세닛>,웹툰 · 만화,3560000,178,20000,121,1,0,2
9422,생태전환사회와 지속가능한 환경교육을 위한 <환경 사전>,출판,3560000,178,2000000,67,1,0,2
9423,듀엣북 <삼월의 섬>,출판,6230000,178,3500000,134,1,0,3
9424,"삼반수 끝에 교사가 되어 쓴,<일찍 실패해서 참 다행이야>",출판,356000,178,2000,24,1,1,4
9425,"나에게 해주고 싶은 말 ""필로소피 팔찌""",잡화,1513000,178,8500,49,1,0,2
9426,"스물아홉, 결혼 말고 독립일기 <당신도 혼자 살고 있나요>",출판,1779800,177,10055,83,1,1,3
9427,품격있는 주얼리 아름다움을 선사하다-천연보석 목걸이,주얼리,1779500,177,1000000,60,1,0,2
9428,[발렌타인데이/설날] 무궁화 마카롱이 피었습니카롱?!♥,푸드,1779500,177,10053,78,1,0,5
9429,"어둠 속 포근한 이야기, <할아버지의 시계>",출판,7114000,177,40192,240,1,1,3
9430,556km 도보 에세이 <띄엄띄엄 산티아고 순례길>,출판,1067000,177,6028,45,1,0,4
9431,서양풍의 고급스런 동물 스탬프 브러쉬 시리즈,웹툰 리소스,889000,177,500000,43,1,0,3
9432,그리움을 찾아 떠나는 모험 동화책 ‘해피’,예술,1778000,177,10045,94,1,0,1
9433,"내가 만든 꽃을, 나를 만든 당신께.",홈 · 리빙,889000,177,5022,31,1,1,5
9434,다방의 첫 미니 앨범 제작에 함께 해주세요!,음악,4976555,177,2800000,104,1,0,2
9435,어서오세요. 바게트호텔 입니다.,출판,5332000,177,30124,171,1,0,4
9436,"엉덩이가 정직한 나는, 슬픈 쾌락주의자",출판,5332000,177,3000000,254,1,1,1
9437,조금은 느리게 그러나 함께 : 경계선 아동의 일러스트 굿즈,캐릭터 · 굿즈,1421600,177,800000,59,1,0,2
9438,프로활동러가 만든 건강한 나를 위한 겨울 아웃도어 팬츠,의류,6219000,177,35135,53,1,0,3
